vendor,sku,name,description,price_brl,source_pdf,source_page,handle,price_amp,price_ort,price_final_brl,price_confidence,image_url,match_url_amp,match_url_ort
Ottobock,6Y75,Liner 6Y75 Ottobock Skeo Skinguard Transtibial com Conexão com Tecido,160-400 LINER SKEO SKINGARD TT - DE SILICONGEL C/ REVEST. E C/ CONEXÃO DIST,2161.12,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-liner-6y75-ottobock-skeo-skinguard-transtibial-com-conexao-com-tecido,3165.75,2990.00,3077.88,avg2,https://cdn.awsli.com.br/800x800/1895/1895256/produto/178186024/0e27542b45.jpg,https://www.lojadoamputado.com.br/liner-para-amputados/liner-6y75-ottobock-skeo-skinguard-transtibial-com-conexao-com-tecido,https://www.lojaortopedica.com.br/produto/liner-transtibial-skeo-skinguard-6y75-ottobock
Ottobock,6Y112,160-380 LINER TT SKEO SEALING,160-380 LINER TT SKEO SEALING,3019.75,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-160-380-liner-tt-skeo-sealing,,,3019.75,pdf-only,,,
Ottobock,6Y90,Liner Ottobock 6Y90 Caleo Transtibial com Conexão com Tecido,200-360 LINER CALEO COPOLÍMERO COM CONEXÃO DISTAL,1958.60,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-liner-ottobock-6y90-caleo-transtibial-com-conexao-com-tecido,2875.80,,2875.80,single,https://cdn.awsli.com.br/800x800/1895/1895256/produto/176602114/fa07b715e5.jpg,https://www.lojadoamputado.com.br/liner-para-amputados/liner-ottobock-6y90-caleo-transtibial-com-conexao-com-tecido,
Ottobock,6Y92,Liner Ottobock 6Y92 Caleo Transtibial sem Conexão,200-360 LINER CALEO COPOLÍMERO SEM CONEXÃO DISTAL,1159.39,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-liner-ottobock-6y92-caleo-transtibial-sem-conexao,1731.54,1890.00,1810.77,avg2,https://cdn.awsli.com.br/800x800/1895/1895256/produto/169325192/oferta-rel-mpago-36-4488z5hzsi.png,https://www.lojadoamputado.com.br/liner-para-amputados/liner-ottobock-6y92-caleo-transtibial-sem-conexao,https://www.lojaortopedica.com.br/produto/liner-transtibial-sem-conexao-caleo-6y92-ottobock
Ottobock,6Y110,Liner 6Y110 Ottobock Skeo Sealing Transfemoral Sem Conexão,280-550 LINER SKEO SEALING - TF,3019.75,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-liner-6y110-ottobock-skeo-sealing-transfemoral-sem-conexao,4395.09,4390.00,4392.55,avg2,https://cdn.awsli.com.br/800x800/1895/1895256/produto/175341253/92dfc846c5.jpg,https://www.lojadoamputado.com.br/liner-para-amputados/liner-6y110-ottobock-skeo-sealing-transfemoral-sem-conexao-2022-09-08-14-28-20,https://www.lojaortopedica.com.br/produto/liner-transfemoral-sem-conexao-skeo-sealing-6y110-17-cm-ottobock
Ottobock,6Y111,250-450 LINER TF SKEO SEALING 3D,250-450 LINER TF SKEO SEALING 3D,2336.32,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-250-450-liner-tf-skeo-sealing-3d,,,2336.32,pdf-only,,,
Ottobock,6Y510,Liner 6Y510 Uneo Flex Transtibial Sem Conexão - Ottobock,175-310 LINER UNEO PROFILE S/CONEX. COM E SEM REVEST. TT,1418.05,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-liner-6y510-uneo-flex-transtibial-sem-conexao-ottobock,2101.87,1925.00,2013.43,avg2,https://cdn.awsli.com.br/800x800/1895/1895256/produto/400661099/fe452876aa-yzaww3kq8j.jpg,https://www.lojadoamputado.com.br/liner-para-amputados/liner-6y510-uneo-flex-transtibial-sem-conexao-ottobock,https://www.lojaortopedica.com.br/produto/liner-transtibial-sem-conexao-uneo-6y510-ottobock
Ottobock,6Y522,Liner 6Y522 Ottobock Uneo Skinguard Transtibial sem Conexão,190-310 LINER UNEO SKINGARD S/ TECIDO TT,1445.60,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-liner-6y522-ottobock-uneo-skinguard-transtibial-sem-conexao,2141.32,2000.00,2070.66,avg2,https://cdn.awsli.com.br/800x800/1895/1895256/produto/178654537/2ea854e668.jpg,https://www.lojadoamputado.com.br/liner-para-amputados/liner-6y522-ottobock-uneo-skinguard-transtibial-sem-conexao,https://www.lojaortopedica.com.br/produto/liner-uneo-skinguard-6y522-ottobock
Ottobock,6Y523,Liner 6Y523 Ottobock Uneo Skinguard Transtibial sem Conexão com Tecido,190-310 LINER UNEO SKINGARD C/ TECIDO TT,1723.32,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-liner-6y523-ottobock-uneo-skinguard-transtibial-sem-conexao-com-tecido,2538.94,,2538.94,single,https://cdn.awsli.com.br/800x800/1895/1895256/produto/179232483/678dda93b5.jpg,https://www.lojadoamputado.com.br/liner-para-amputados/liner-6y523-ottobock-uneo-skinguard-transtibial-sem-conexao-com-tecido,
Ottobock,6Y512,210-300 LINER UNEO 3D PROFILE S/CONEX. SEM REVEST. TT,210-300 LINER UNEO 3D PROFILE S/CONEX. SEM REVEST. TT,1487.52,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-210-300-liner-uneo-3d-profile-s-conex-sem-revest-tt,,,1487.52,pdf-only,,,
Ottobock,6Y80,Liner Ottobock 6Y80 Skeo Transfemoral com Conexão com Tecido,280-550 LINER SKEO - C/ REVEST. E C/ CONEXÃO DISTAL - TF,3164.07,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-liner-ottobock-6y80-skeo-transfemoral-com-conexao-com-tecido,4601.72,4350.00,4475.86,avg2,https://cdn.awsli.com.br/800x800/1895/1895256/produto/177295453/d1ce6fea25.jpg,https://www.lojadoamputado.com.br/liner-para-amputados/liner-ottobock-6y80-skeo-transfemoral-com-conexao-com-tecido,https://www.lojaortopedica.com.br/produto/liner-transfemoral-com-conexao-skeo-6y80-ottobock
Ottobock,6Y85,Liner 6Y85 Ottobock Skeo Transfemoral com Conexão com Tecido,280-550 LINER SKEO TF SKINGUARD,2976.09,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-liner-6y85-ottobock-skeo-transfemoral-com-conexao-com-tecido,4332.59,4200.00,4266.30,avg2,https://cdn.awsli.com.br/800x800/1895/1895256/produto/177472986/e92f9e5e82.jpg,https://www.lojadoamputado.com.br/liner-para-amputados/liner-6y85-ottobock-skeo-transfemoral-com-conexao-com-tecido,https://www.lojaortopedica.com.br/produto/liner-transfermoral-skeo-skinguard-6y85-ottobock
Ottobock,6Y81,Liner 6Y81 Ottobock ProSeal Transfemoral sem Conexão,280-550 LINER PROSEAL,1554.75,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-liner-6y81-ottobock-proseal-transfemoral-sem-conexao,2297.59,,2297.59,single,https://cdn.awsli.com.br/800x800/1895/1895256/produto/178199741/ff4b74aa82.jpg,https://www.lojadoamputado.com.br/liner-para-amputados/liner-6y81-ottobock-proseal-transfemoral-sem-conexao,
Ottobock,4R220,DYNAMIC VACUUM SYSTEM - DVS,DYNAMIC VACUUM SYSTEM - DVS,1737.88,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-dynamic-vacuum-system-dvs,19835.40,21150.00,20492.70,avg2,,https://www.lojadoamputado.com.br/joelho-hidraulico-3r80-ottobock,https://www.lojaortopedica.com.br/produto/joelho-hidraulico-pneumatico-3r80-ottobock
Ottobock,4R180,ADAPTADOR HARMONY P4,ADAPTADOR HARMONY P4,10443.00,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-adaptador-harmony-p4,,,10443.00,pdf-only,,,
Ottobock,4R181,ADAPTADOR HARMONY P4 HD,ADAPTADOR HARMONY P4 HD,11190.05,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-adaptador-harmony-p4-hd,,,11190.05,pdf-only,,,
Ottobock,4R147,ADAPTADOR HARMONY P3,ADAPTADOR HARMONY P3,8180.05,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-adaptador-harmony-p3,,,8180.05,pdf-only,,,
Ottobock,6A20=10,ADAPT. MOD. P/LINER C/PARAF. -ACO,ADAPT. MOD. P/LINER C/PARAF. -ACO,1712.40,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-adapt-mod-p-liner-c-paraf-aco,,,1712.40,pdf-only,,,
Ottobock,6A20=20,ADAPT.MOD. P/LINER C/PIRAM. -ACO,ADAPT.MOD. P/LINER C/PIRAM. -ACO,1867.64,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-adapt-mod-p-liner-c-piram-aco,,,1867.64,pdf-only,,,
Ottobock,6Y13=F1,CONEXAO P/SHUTTLE LOCK 6A40,CONEXAO P/SHUTTLE LOCK 6A40,1838.04,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-conexao-p-shuttle-lock-6a40,,,1838.04,pdf-only,,,
Ottobock,4R160,SISTEMA KISS P/FIXAÇÃO ENCAIXE,SISTEMA KISS P/FIXAÇÃO ENCAIXE,2257.50,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-sistema-kiss-p-fixacao-encaixe,,,2257.50,pdf-only,,,
Ottobock,5A60,S/SC/M/MC/L VAROS,S/SC/M/MC/L VAROS,16802.66,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-s-sc-m-mc-l-varos,,,16802.66,pdf-only,,,
Ottobock,6Y200,310-650mm VAROS LINER,310-650mm VAROS LINER,5600.48,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-310-650mm-varos-liner,,,5600.48,pdf-only,,,
Ottobock,5E1=L,L VAROS (HASTE MEDIAL),L VAROS (HASTE MEDIAL),4610.07,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-l-varos-haste-medial,,,4610.07,pdf-only,,,
Ottobock,5E1=M,M/MC VAROS (HASTE MEDIAL),M/MC VAROS (HASTE MEDIAL),4610.07,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-m-mc-varos-haste-medial,,,4610.07,pdf-only,,,
Ottobock,5E1=S,S/SC VAROS (HASTE MEDIAL),S/SC VAROS (HASTE MEDIAL),4610.07,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-s-sc-varos-haste-medial,,,4610.07,pdf-only,,,
Ottobock,5E2=1,VAROS (HASTE LATERAL RETA),VAROS (HASTE LATERAL RETA),1872.05,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-varos-haste-lateral-reta,,,1872.05,pdf-only,,,
Ottobock,5E3=1,VAROS (HASTE LATERAL CURVA),VAROS (HASTE LATERAL CURVA),1870.94,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-varos-haste-lateral-curva,,,1870.94,pdf-only,,,
Ottobock,6Y100,Liner 6Y100 Ottobock p/Sistema Aerolink Transtibial Híbrido,160-370 LINER HÍBRIDO P/ SIST. AEROLINK,2954.26,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-liner-6y100-ottobock-p-sistema-aerolink-transtibial-hibrido,4301.33,,4301.33,single,https://cdn.awsli.com.br/800x800/1895/1895256/produto/232686144/liner-6y100-ottobock-13sjy6t1kl.jpeg,https://www.lojadoamputado.com.br/liner-para-amputados/liner-6y100-ottobock-psistema-aerolink-transtibial-hibrido2,
Ottobock,6Y93,Liner Ottobock 6Y93 Caleo 3D Transtibial,200-360 LINER DE COPOLIMERO,2553.40,Tabela de Preço Ottobock 2026 1º Sem.pdf,6,ottobock-liner-ottobock-6y93-caleo-3d-transtibial,3727.40,,3727.40,single,https://cdn.awsli.com.br/800x800/1895/1895256/produto/234241252/liner-6y93-ottobock-4zzluku55f.jpg,https://www.lojadoamputado.com.br/liner-liner-para-amputados/ottobock-6y93-caleo-3d-transtibial,
Ottobock,6R8,REVEST. COSMETICO CURTO P/PROTESE,REVEST. COSMETICO CURTO P/PROTESE,180.71,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-revest-cosmetico-curto-p-protese,,,180.71,pdf-only,,,
Ottobock,6R6,REVEST. COSMETICO CURTO P/ PROTESE,REVEST. COSMETICO CURTO P/ PROTESE,420.83,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-revest-cosmetico-curto-p-protese,,,420.83,pdf-only,,,
Ottobock,3R24,L/R 44 REVESTIMENTO COSMETICO LONGO,L/R 44 REVESTIMENTO COSMETICO LONGO,1317.05,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-44-revestimento-cosmetico-longo,,,1317.05,pdf-only,,,
Ottobock,3R6,Joelho Policêntrico 3R60 Ottobock,L/R 44 REVESTIMENTO COSMETICO LONGO,1317.05,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-joelho-policentrico-3r60-ottobock,21795.03,,21795.03,single,https://cdn.awsli.com.br/800x800/1895/1895256/produto/307788053/joelho-3r60-9mb3732vr6.jpg,https://www.lojadoamputado.com.br/joelho/joelho-policentrico-3r60-ottobock,
Ottobock,3S107,"L/R 44 REVESTIMENTO COSMETICO P/3R60,3R72,3R80","L/R 44 REVESTIMENTO COSMETICO P/3R60,3R72,3R80",1317.05,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-44-revestimento-cosmetico-p-3r603r723r80,,,1317.05,pdf-only,,,
Ottobock,8E51,"L/R 5, 5 1/2, 6, 6 1/2 MÃO MIOELETRICA INFANTIL","L/R 5, 5 1/2, 6, 6 1/2 MÃO MIOELETRICA INFANTIL",60782.28,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-5-5-1-2-6-6-1-2-mao-mioeletrica-infantil,,,60782.28,pdf-only,,,
Ottobock,8S20,L/R REVESTIMETO COMET.P/MÃO-INF,L/R REVESTIMETO COMET.P/MÃO-INF,2452.62,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-revestimeto-comet-p-mao-inf,,,2452.62,pdf-only,,,
Ottobock,8S6,L/R REVESTIMENTO COSMÉTICO P/ MÃO - INF,L/R REVESTIMENTO COSMÉTICO P/ MÃO - INF,726.60,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-revestimento-cosmetico-p-mao-inf,10870.19,575.00,575.00,avg2-suspect,,https://www.lojadoamputado.com.br/pes/pe-1c50-taleo-ottobock,https://www.lojaortopedica.com.br/produto/easy-fit-oc1560-ottobock
Ottobock,8S9,L/R MÃO COSMETICA INFANTIL,L/R MÃO COSMETICA INFANTIL,1072.17,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-mao-cosmetica-infantil,,,1072.17,pdf-only,,,
Ottobock,8E70,MÃO BEBIONIC - TR (apenas a mão),MÃO BEBIONIC - TR (apenas a mão),187790.30,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-mao-bebionic-tr-apenas-a-mao,19835.40,850.00,19835.40,avg2-suspect,,https://www.lojadoamputado.com.br/joelho-hidraulico-3r80-ottobock,https://www.lojaortopedica.com.br/produto/joelheira-de-silicone-453a2-derma-protection-ottobock
Ottobock,8E71,MÃO BEBIONIC DESART. (apenas a mão),MÃO BEBIONIC DESART. (apenas a mão),187790.30,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-mao-bebionic-desart-apenas-a-mao,,,187790.30,pdf-only,,,
Ottobock,8S711,BEBIONIC GLOVE LEFT,BEBIONIC GLOVE LEFT,5545.16,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-bebionic-glove-left,,,5545.16,pdf-only,,,
Ottobock,8S710,BEBIONIC GLOVE LEFT,BEBIONIC GLOVE LEFT,9796.00,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-bebionic-glove-left,,,9796.00,pdf-only,,,
Ottobock,8E38=9,"L/R - 7 1/4, 7 3/4 - 8 1/4 MÃO MYOELETRICA VARI PLUS SPEED","L/R - 7 1/4, 7 3/4 - 8 1/4 MÃO MYOELETRICA VARI PLUS SPEED",48842.86,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-7-1-4-7-3-4-8-1-4-mao-myoeletrica-vari-plus-speed,10870.19,575.00,10870.19,avg2-suspect,,https://www.lojadoamputado.com.br/pes/pe-1c50-taleo-ottobock,https://www.lojaortopedica.com.br/produto/easy-fit-oc1560-ottobock
Ottobock,8E39=9,L/R 3/4 MÃO MYOELETRICA VARI PLUS SPEED DESART. DE PUNHO,L/R 3/4 MÃO MYOELETRICA VARI PLUS SPEED DESART. DE PUNHO,59191.99,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-3-4-mao-myoeletrica-vari-plus-speed-desart-de-punho,,,59191.99,pdf-only,,,
Ottobock,8E38=8,"L/R - 7 1/4, 7 3/4 - 8 1/4 MÃO MYOELETRICA ""SENSOR HIGH SPEED"" - TROCA RÁPIDA","L/R - 7 1/4, 7 3/4 - 8 1/4 MÃO MYOELETRICA ""SENSOR HIGH SPEED"" - TROCA RÁPIDA",58062.35,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-7-1-4-7-3-4-8-1-4-mao-myoeletrica-sensor-high-speed-troca-rapida,10870.19,21150.00,16010.10,avg2,,https://www.lojadoamputado.com.br/pes/pe-1c50-taleo-ottobock,https://www.lojaortopedica.com.br/produto/joelho-hidraulico-pneumatico-3r80-ottobock
Ottobock,9E169,PLUG COAXIAL,PLUG COAXIAL,1384.33,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-plug-coaxial,,,1384.33,pdf-only,,,
Ottobock,8X18,L/R 7 1/4 - 7 3/4 - 6 3/4 REVESTIMENTO P/ MÃO MYOELETRICA,L/R 7 1/4 - 7 3/4 - 6 3/4 REVESTIMENTO P/ MÃO MYOELETRICA,1274.65,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-7-1-4-7-3-4-6-3-4-revestimento-p-mao-myoeletrica,10870.19,575.00,575.00,avg2-suspect,,https://www.lojadoamputado.com.br/pes/pe-1c50-taleo-ottobock,https://www.lojaortopedica.com.br/produto/easy-fit-oc1560-ottobock
Ottobock,8S11,L/R REVESTIMENTOCOSMET.P/MÃO-CAV,L/R REVESTIMENTOCOSMET.P/MÃO-CAV,803.25,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-revestimentocosmet-p-mao-cav,,,803.25,pdf-only,,,
Ottobock,8S12,L/R REVESTIMENTO COSMET.P/MÃO-SRA,L/R REVESTIMENTO COSMET.P/MÃO-SRA,542.23,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-revestimento-cosmet-p-mao-sra,,,542.23,pdf-only,,,
Ottobock,8E33=7,GANCHO MYOEL. DIGITAL TWIN (GREIFER),GANCHO MYOEL. DIGITAL TWIN (GREIFER),37842.00,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-gancho-myoel-digital-twin-greifer,,,37842.00,pdf-only,,,
Ottobock,8E33=9,"GANCHO MYOELETRICO ""DMC VARIPLUS""","GANCHO MYOELETRICO ""DMC VARIPLUS""",46289.25,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-gancho-myoeletrico-dmc-variplus,,,46289.25,pdf-only,,,
Ottobock,9X24,CABO C/INTERR. P/PRONO-SUPINACAO,CABO C/INTERR. P/PRONO-SUPINACAO,494.68,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-cabo-c-interr-p-prono-supinacao,,,494.68,pdf-only,,,
Ottobock,9X14,MICRO CHAVE DE TRAÇÃO,MICRO CHAVE DE TRAÇÃO,3551.34,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-micro-chave-de-tracao,,,3551.34,pdf-only,,,
Ottobock,9X18,MICRO CHAVE DE TRAÇÃO,MICRO CHAVE DE TRAÇÃO,3911.90,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-micro-chave-de-tracao,,,3911.90,pdf-only,,,
Ottobock,8K22,L/R 7 1/4 - 7 3/4 - 6 3/4 MÃO ATIVA,L/R 7 1/4 - 7 3/4 - 6 3/4 MÃO ATIVA,2647.26,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-7-1-4-7-3-4-6-3-4-mao-ativa,19835.40,850.00,850.00,avg2-suspect,,https://www.lojadoamputado.com.br/joelho-hidraulico-3r80-ottobock,https://www.lojaortopedica.com.br/produto/joelheira-de-silicone-453a2-derma-protection-ottobock
Ottobock,8S4,L/R REVSTIMENTO COSMETICO P/MÃO-CAV,L/R REVSTIMENTO COSMETICO P/MÃO-CAV,673.05,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-revstimento-cosmetico-p-mao-cav,,,673.05,pdf-only,,,
Ottobock,8S5,L/R REVESTIMENTO COSMETICO P/MÄO-SRA,L/R REVESTIMENTO COSMETICO P/MÄO-SRA,754.95,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-revestimento-cosmetico-p-mao-sra,,,754.95,pdf-only,,,
Ottobock,8K18,L/R 7 1/4 - 7 3/4 - 6 3/4 MÃO SISTEMA OTTO BOCK-PASSIVA,L/R 7 1/4 - 7 3/4 - 6 3/4 MÃO SISTEMA OTTO BOCK-PASSIVA,3474.27,Tabela de Preço Ottobock 2026 1º Sem.pdf,7,ottobock-l-r-7-1-4-7-3-4-6-3-4-mao-sistema-otto-bock-passiva,10870.19,575.00,575.00,avg2-suspect,,https://www.lojadoamputado.com.br/pes/pe-1c50-taleo-ottobock,https://www.lojaortopedica.com.br/produto/easy-fit-oc1560-ottobock
Ottobock,8S7,L/R MÃO COSMÉTICA P/ CAV,L/R MÃO COSMÉTICA P/ CAV.,1180.94,Tabela de Preço Ottobock 2026 1º Sem.pdf,8,ottobock-l-r-mao-cosmetica-p-cav,,,1180.94,pdf-only,,,
Ottobock,8S8,L/R MÃO COSMETICA P/SRA,L/R MÃO COSMETICA P/SRA,1099.93,Tabela de Preço Ottobock 2026 1º Sem.pdf,8,ottobock-l-r-mao-cosmetica-p-sra,,,1099.93,pdf-only,,,
Ottobock,8X14,L/R 7 1/4 - 7 3/4 - 6 3/4 REVESTIMENTO P/MÃO ATIVA/ESTETICA,L/R 7 1/4 - 7 3/4 - 6 3/4 REVESTIMENTO P/MÃO ATIVA/ESTETICA,734.59,Tabela de Preço Ottobock 2026 1º Sem.pdf,8,ottobock-l-r-7-1-4-7-3-4-6-3-4-revestimento-p-mao-ativa-estetica,10870.19,575.00,575.00,avg2-suspect,,https://www.lojadoamputado.com.br/pes/pe-1c50-taleo-ottobock,https://www.lojaortopedica.com.br/produto/easy-fit-oc1560-ottobock
Ottobock,8E38=7,"L/R - 7 1/4, 7 3/4, 8 1/4 MÃO MIOELETR. ""DIGITAL TWIN"" -TROCA RÁPIDA","L/R - 7 1/4, 7 3/4, 8 1/4 MÃO MIOELETR. ""DIGITAL TWIN"" -TROCA RÁPIDA",40920.99,Tabela de Preço Ottobock 2026 1º Sem.pdf,8,ottobock-l-r-7-1-4-7-3-4-8-1-4-mao-mioeletr-digital-twin-troca-rapida,10870.19,21150.00,16010.10,avg2,,https://www.lojadoamputado.com.br/pes/pe-1c50-taleo-ottobock,https://www.lojaortopedica.com.br/produto/joelho-hidraulico-pneumatico-3r80-ottobock
Ottobock,8K50,"SEM LUVA KIT P/ ANTEBRAÇO ""MYOFACIL"" - TR","SEM LUVA KIT P/ ANTEBRAÇO ""MYOFACIL"" - TR",31114.55,Tabela de Preço Ottobock 2026 1º Sem.pdf,8,ottobock-sem-luva-kit-p-antebraco-myofacil-tr,10870.19,575.00,10870.19,avg2-suspect,,https://www.lojadoamputado.com.br/pes/pe-1c50-taleo-ottobock,https://www.lojaortopedica.com.br/produto/easy-fit-oc1560-ottobock
Ottobock,9E94,44/50 ADAPT. MOD. P/8K22 /9S184 -ALU,44/50 ADAPT. MOD. P/8K22 /9S184 -ALU,579.08,Tabela de Preço Ottobock 2026 1º Sem.pdf,8,ottobock-44-50-adapt-mod-p-8k22-9s184-alu,,,579.08,pdf-only,,,
Ottobock,9S184,ADAPT. MOD.P/8K22 (DESART.) -ALU,ADAPT. MOD.P/8K22 (DESART.) -ALU,832.76,Tabela de Preço Ottobock 2026 1º Sem.pdf,8,ottobock-adapt-mod-p-8k22-desart-alu,,,832.76,pdf-only,,,
Ottobock,A12-20,617S9=3 Evazote branco - 3mm de espessura - 50kg/m3 / shore,617S9=3 Evazote branco - 3mm de espessura - 50kg/m3 / shore,92.40,Tabela de Preço Ottobock 2026 1º Sem.pdf,9,ottobock-617s9-3-evazote-branco-3mm-de-espessura-50kg-m3-shore,10870.19,575.00,575.00,avg2-suspect,,https://www.lojadoamputado.com.br/pes/pe-1c50-taleo-ottobock,https://www.lojaortopedica.com.br/produto/easy-fit-oc1560-ottobock
Ottobock,420-40-7,21Y78= Tira de velcro pré fabricada reforçada 100% poliamida preto - espessura de 40mm,21Y78= Tira de velcro pré fabricada reforçada 100% poliamida preto - espessura de 40mm,116.82,Tabela de Preço Ottobock 2026 1º Sem.pdf,11,ottobock-21y78-tira-de-velcro-pre-fabricada-reforcada-100-poliamida-preto-espessura-de-40mm,3671.05,21150.00,3671.05,avg2-suspect,,https://www.lojadoamputado.com.br/pes/pe-terion-ottobock-1c10-fibra-de-carbono,https://www.lojaortopedica.com.br/produto/joelho-hidraulico-pneumatico-3r80-ottobock
Ottobock,420-50-7,21Y78= Tira de velcro pré fabricada reforçada 100% poliamida preto - espessura de 50mm,21Y78= Tira de velcro pré fabricada reforçada 100% poliamida preto - espessura de 50mm,212.32,Tabela de Preço Ottobock 2026 1º Sem.pdf,11,ottobock-21y78-tira-de-velcro-pre-fabricada-reforcada-100-poliamida-preto-espessura-de-50mm,3671.05,21150.00,3671.05,avg2-suspect,,https://www.lojadoamputado.com.br/pes/pe-terion-ottobock-1c10-fibra-de-carbono,https://www.lojaortopedica.com.br/produto/joelho-hidraulico-pneumatico-3r80-ottobock
Ottobock,650-40-7,21Y78= Tira de velcro pré fabricada reforçada 100% poliamida preto - espessura de 50mm,21Y78= Tira de velcro pré fabricada reforçada 100% poliamida preto - espessura de 50mm,131.64,Tabela de Preço Ottobock 2026 1º Sem.pdf,11,ottobock-21y78-tira-de-velcro-pre-fabricada-reforcada-100-poliamida-preto-espessura-de-50mm,3671.05,21150.00,3671.05,avg2-suspect,,https://www.lojadoamputado.com.br/pes/pe-terion-ottobock-1c10-fibra-de-carbono,https://www.lojaortopedica.com.br/produto/joelho-hidraulico-pneumatico-3r80-ottobock
Ottobock,TRANC.FIBREGLASS,"616G13 10/6/8/ MALHA 6CM, 8CM E 10CM","616G13 10/6/8/ MALHA  6CM, 8CM E 10CM",277.73,Tabela de Preço Ottobock 2026 1º Sem.pdf,12,ottobock-616g13-10-6-8-malha-6cm-8cm-e-10cm,,,277.73,pdf-only,,,
Ottobock,10-12,699G1= ATADURA GESSADA ELASTICA,699G1= ATADURA GESSADA ELASTICA,904.71,Tabela de Preço Ottobock 2026 1º Sem.pdf,12,ottobock-699g1-atadura-gessada-elastica,,,904.71,pdf-only,,,
Ottobock,12-12,699G1= ATADURA GESSADA ELASTICA,699G1= ATADURA GESSADA ELASTICA,1041.76,Tabela de Preço Ottobock 2026 1º Sem.pdf,12,ottobock-699g1-atadura-gessada-elastica,,,1041.76,pdf-only,,,
Ottobock,INFRA-VERMELHO,701E40=S FORNO,"701E40=S FORNO   39.157,94",2.00,Tabela de Preço Ottobock 2026 1º Sem.pdf,12,ottobock-701e40-s-forno,,,2.00,pdf-only,,,
