Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Status
polior-adaptador-modular-com-nucleo-piramidal-e-ajuste-fixo-aco,ADAPTADOR MODULAR COM NÚCLEO PIRAMIDAL E AJUSTE FIXO - AÇO,<p>ADAPTADOR MODULAR COM NÚCLEO PIRAMIDAL E AJUSTE FIXO - AÇO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-04,shopify,0,deny,manual,390.00,TRUE,TRUE,,ADAPTADOR MODULAR COM NÚCLEO PIRAMIDAL E AJUSTE FIXO - AÇO,active
polior-adaptador-modular-com-parafusos-e-ajuste-rotativo-aco,ADAPTADOR MODULAR COM PARAFUSOS E AJUSTE ROTATIVO - AÇO,<p>ADAPTADOR MODULAR COM PARAFUSOS E AJUSTE ROTATIVO - AÇO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-05R,shopify,0,deny,manual,390.00,TRUE,TRUE,,ADAPTADOR MODULAR COM PARAFUSOS E AJUSTE ROTATIVO - AÇO,active
polior-adaptador-modular-tubular-reto-em-aco-com-tubo-curto-em-aluminio,ADAPTADOR MODULAR TUBULAR RETO EM AÇO COM TUBO CURTO EM ALUMÍNIO,<p>ADAPTADOR MODULAR TUBULAR RETO EM AÇO COM TUBO CURTO EM ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-07,shopify,0,deny,manual,1.00,TRUE,TRUE,,ADAPTADOR MODULAR TUBULAR RETO EM AÇO COM TUBO CURTO EM ALUMÍNIO,active
polior-adaptador-modular-tubular-reto-em-aluminio-com-tubo-curto-em-aluminio,ADAPTADOR MODULAR TUBULAR RETO EM ALUMÍNIO COM TUBO CURTO EM ALUMÍNIO,<p>ADAPTADOR MODULAR TUBULAR RETO EM ALUMÍNIO COM TUBO CURTO EM ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-07A,shopify,0,deny,manual,1.00,TRUE,TRUE,,ADAPTADOR MODULAR TUBULAR RETO EM ALUMÍNIO COM TUBO CURTO EM ALUMÍNIO,active
polior-adaptador-para-pe-articulado-26-a-29-tamanho-grande-aluminio,ADAPTADOR PARA PÉ ARTICULADO (26 A 29) TAMANHO GRANDE - ALUMÍNIO,<p>ADAPTADOR PARA PÉ ARTICULADO (26 A 29) TAMANHO GRANDE - ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-09AG,shopify,0,deny,manual,390.00,TRUE,TRUE,,ADAPTADOR PARA PÉ ARTICULADO (26 A 29) TAMANHO GRANDE - ALUMÍNIO,active
polior-adaptador-para-pe-articulado-22-a-25-tamanho-pequeno-aluminio,ADAPTADOR PARA PÉ ARTICULADO (22 A 25) TAMANHO PEQUENO - ALUMÍNIO,<p>ADAPTADOR PARA PÉ ARTICULADO (22 A 25) TAMANHO PEQUENO - ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-09AP,shopify,0,deny,manual,390.00,TRUE,TRUE,,ADAPTADOR PARA PÉ ARTICULADO (22 A 25) TAMANHO PEQUENO - ALUMÍNIO,active
polior-adaptador-para-pe-articulado-26-a-29-tamanho-grande-aco,ADAPTADOR PARA PÉ ARTICULADO (26 A 29) TAMANHO GRANDE - AÇO,<p>ADAPTADOR PARA PÉ ARTICULADO (26 A 29) TAMANHO GRANDE - AÇO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-09G,shopify,0,deny,manual,390.00,TRUE,TRUE,,ADAPTADOR PARA PÉ ARTICULADO (26 A 29) TAMANHO GRANDE - AÇO,active
polior-adaptador-para-pe-articulado-22-a25-tamanho-pequeno-aco,ADAPTADOR PARA PÉ ARTICULADO - (22 A25) TAMANHO PEQUENO - AÇO,<p>ADAPTADOR PARA PÉ ARTICULADO - (22 A25) TAMANHO PEQUENO - AÇO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-09P,shopify,0,deny,manual,390.00,TRUE,TRUE,,ADAPTADOR PARA PÉ ARTICULADO - (22 A25) TAMANHO PEQUENO - AÇO,active
polior-c-parafuso-10-mm-adaptador-para-pes-sach-ou-anatomico-dinamico-22-a-29-aco,C/ parafuso: 10 MM ADAPTADOR PARA PÉS SACH OU ANATÔMICO / DINÂMICO (22 A 29) - AÇO,<p>C/ parafuso: 10 MM ADAPTADOR PARA PÉS SACH OU ANATÔMICO / DINÂMICO (22 A 29) - AÇO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-10,shopify,0,deny,manual,390.00,TRUE,TRUE,,C/ parafuso: 10 MM ADAPTADOR PARA PÉS SACH OU ANATÔMICO / DINÂMICO (22 A 29) - AÇO,active
polior-adaptador-modular-para-encaixe-transtibial-com-piramide-de-ajuste-aluminio,ADAPTADOR MODULAR PARA ENCAIXE TRANSTIBIAL COM PIRÂMIDE DE AJUSTE - ALUMÍNIO,<p>ADAPTADOR MODULAR PARA ENCAIXE TRANSTIBIAL COM PIRÂMIDE DE AJUSTE - ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-20A,shopify,0,deny,manual,390.00,TRUE,TRUE,,ADAPTADOR MODULAR PARA ENCAIXE TRANSTIBIAL COM PIRÂMIDE DE AJUSTE - ALUMÍNIO,active
polior-32mm-adaptador-modular-alongador-duplo-com-parafusos-de-ajuste-aluminio,32MM ADAPTADOR MODULAR ALONGADOR DUPLO COM PARAFUSOS DE AJUSTE - ALUMÍNIO,<p>32MM ADAPTADOR MODULAR ALONGADOR DUPLO COM PARAFUSOS DE AJUSTE - ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-21A,shopify,0,deny,manual,390.00,TRUE,TRUE,,32MM ADAPTADOR MODULAR ALONGADOR DUPLO COM PARAFUSOS DE AJUSTE - ALUMÍNIO,active
polior-adaptador-modular-tubular-com-bracadeira-e-movimento-axial-aluminio,ADAPTADOR MODULAR TUBULAR COM BRAÇADEIRA E MOVIMENTO AXIAL - ALUMÍNIO,<p>ADAPTADOR MODULAR TUBULAR COM BRAÇADEIRA E MOVIMENTO AXIAL - ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-22A,shopify,0,deny,manual,390.00,TRUE,TRUE,,ADAPTADOR MODULAR TUBULAR COM BRAÇADEIRA E MOVIMENTO AXIAL - ALUMÍNIO,active
polior-adaptador-modular-tubular-com-10o-de-inclinacao-e-bracadeira-aco,ADAPTADOR MODULAR TUBULAR COM 10º DE INCLINAÇÃO E BRAÇADEIRA - AÇO,<p>ADAPTADOR MODULAR TUBULAR COM 10º DE INCLINAÇÃO E BRAÇADEIRA - AÇO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-23,shopify,0,deny,manual,390.00,TRUE,TRUE,,ADAPTADOR MODULAR TUBULAR COM 10º DE INCLINAÇÃO E BRAÇADEIRA - AÇO,active
polior-adaptador-modular-de-4-furos-com-movimento-excentrico,ADAPTADOR MODULAR DE 4 FUROS COM MOVIMENTO EXCÊNTRICO,<p>ADAPTADOR MODULAR DE 4 FUROS COM MOVIMENTO EXCÊNTRICO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-25A,shopify,0,deny,manual,3.00,TRUE,TRUE,,ADAPTADOR MODULAR DE 4 FUROS COM MOVIMENTO EXCÊNTRICO,active
polior-adaptador-modular-com-nucleo-piramidal-e-ajuste-rotativo-aco,ADAPTADOR MODULAR COM NÚCLEO PIRAMIDAL E AJUSTE ROTATIVO - AÇO,<p>ADAPTADOR MODULAR COM NÚCLEO PIRAMIDAL E AJUSTE ROTATIVO - AÇO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-27,shopify,0,deny,manual,390.00,TRUE,TRUE,,ADAPTADOR MODULAR COM NÚCLEO PIRAMIDAL E AJUSTE ROTATIVO - AÇO,active
polior-adaptador-modular-com-nucleo-piramidal-e-ajuste-rotativo-aluminio,ADAPTADOR MODULAR COM NÚCLEO PIRAMIDAL E AJUSTE ROTATIVO - ALUMÍNIO,<p>ADAPTADOR MODULAR COM NÚCLEO PIRAMIDAL E AJUSTE ROTATIVO - ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-27A,shopify,0,deny,manual,390.00,TRUE,TRUE,,ADAPTADOR MODULAR COM NÚCLEO PIRAMIDAL E AJUSTE ROTATIVO - ALUMÍNIO,active
polior-v1-shuttle-lock-aluminio,V1 SHUTTLE LOCK - ALUMÍNIO,<p>V1 SHUTTLE LOCK - ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-43A,shopify,0,deny,manual,336.79,TRUE,TRUE,,V1 SHUTTLE LOCK - ALUMÍNIO,active
polior-adapdador-modular-com-nucleo-com-parafusos-e-ajuste-rotativo-aluminio,ADAPDADOR MODULAR COM NÚCLEO COM PARAFUSOS E AJUSTE ROTATIVO - ALUMÍNIO,<p>ADAPDADOR MODULAR COM NÚCLEO COM PARAFUSOS E AJUSTE ROTATIVO - ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-33A,shopify,0,deny,manual,390.00,TRUE,TRUE,,ADAPDADOR MODULAR COM NÚCLEO COM PARAFUSOS E AJUSTE ROTATIVO - ALUMÍNIO,active
polior-adaptador-modular-com-garra-para-joelho-policentrico-pneumatico-mo-34a-aco,ADAPTADOR MODULAR COM GARRA PARA JOELHO POLICÊNTRICO PNEUMÁTICO (MO-34A) - AÇO,<p>ADAPTADOR MODULAR COM GARRA PARA JOELHO POLICÊNTRICO PNEUMÁTICO (MO-34A) - AÇO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-35,shopify,0,deny,manual,390.00,TRUE,TRUE,,ADAPTADOR MODULAR COM GARRA PARA JOELHO POLICÊNTRICO PNEUMÁTICO (MO-34A) - AÇO,active
polior-aro-de-conexao-em-aluminio-para-valvula-de-succao-va-01,ARO DE CONEXÃO EM ALUMINIO PARA VÁLVULA DE SUCÇÃO (VA-01),<p>ARO DE CONEXÃO EM ALUMINIO PARA VÁLVULA DE SUCÇÃO (VA-01) — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,AA-01,shopify,0,deny,manual,49.76,TRUE,TRUE,,ARO DE CONEXÃO EM ALUMINIO PARA VÁLVULA DE SUCÇÃO (VA-01),active
polior-tubo-com-aro-em-aluminio-para-conexao-a-valvula-de-succao-em-borracha-va-01,TUBO COM ARO EM ALUMINÍO PARA CONEXÃO À VÁLVULA DE SUCÇÃO EM BORRACHA (VA-01),<p>TUBO COM ARO EM ALUMINÍO PARA CONEXÃO À VÁLVULA DE SUCÇÃO EM BORRACHA (VA-01) — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,TUB-01,shopify,0,deny,manual,38.67,TRUE,TRUE,,TUBO COM ARO EM ALUMINÍO PARA CONEXÃO À VÁLVULA DE SUCÇÃO EM BORRACHA (VA-01),active
polior-valvula-de-succao-em-borracha-com-aro-de-conexao-em-aluminio,VÁLVULA DE SUCÇÃO EM BORRACHA COM ARO DE CONEXÃO EM ALUMÍNIO,<p>VÁLVULA DE SUCÇÃO EM BORRACHA COM ARO DE CONEXÃO EM ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,VAC-01,shopify,0,deny,manual,77.58,TRUE,TRUE,,VÁLVULA DE SUCÇÃO EM BORRACHA COM ARO DE CONEXÃO EM ALUMÍNIO,active
polior-valvula-de-expulsao-com-rosca,VÁLVULA DE EXPULSÃO COM ROSCA,<p>VÁLVULA DE EXPULSÃO COM ROSCA — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,VAC-02,shopify,0,deny,manual,3.00,TRUE,TRUE,,VÁLVULA DE EXPULSÃO COM ROSCA,active
polior-valvula-de-succao-para-encaixes-flexiveis,VÁLVULA DE SUCÇÃO PARA ENCAIXES FLEXÍVEIS,<p>VÁLVULA DE SUCÇÃO PARA ENCAIXES FLEXÍVEIS — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,VAC-03,shopify,0,deny,manual,2.00,TRUE,TRUE,,VÁLVULA DE SUCÇÃO PARA ENCAIXES FLEXÍVEIS,active
polior-v1-valvula-de-expulsao-automatica-de-ar-para-encaixe-transtibial,V1 VÁLVULA DE EXPULSÃO AUTOMÁTICA DE AR PARA ENCAIXE TRANSTIBIAL,<p>V1 VÁLVULA DE EXPULSÃO AUTOMÁTICA DE AR PARA ENCAIXE TRANSTIBIAL — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,VAC-07,shopify,0,deny,manual,1.00,TRUE,TRUE,,V1 VÁLVULA DE EXPULSÃO AUTOMÁTICA DE AR PARA ENCAIXE TRANSTIBIAL,active
polior-valvula-de-expulsao-automatica-de-ar-para-encaixe-transfemoral,VÁLVULA DE EXPULSÃO AUTOMÁTICA DE AR PARA ENCAIXE TRANSFEMORAL,<p>VÁLVULA DE EXPULSÃO AUTOMÁTICA DE AR PARA ENCAIXE TRANSFEMORAL — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,VAC-08,shopify,0,deny,manual,3.00,TRUE,TRUE,,VÁLVULA DE EXPULSÃO AUTOMÁTICA DE AR PARA ENCAIXE TRANSFEMORAL,active
polior-valvula-plana-de-silicone-com-expulsao-automatica-de-ar-com-aro-de-aluminio,"VÁLVULA PLANA DE SILICONE COM EXPULSÃO AUTOMÁTICA DE AR, COM ARO DE ALUMÍNIO","<p>VÁLVULA PLANA DE SILICONE COM EXPULSÃO AUTOMÁTICA DE AR, COM ARO DE ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,VAC-09,shopify,0,deny,manual,1.00,TRUE,TRUE,,"VÁLVULA PLANA DE SILICONE COM EXPULSÃO AUTOMÁTICA DE AR, COM ARO DE ALUMÍNIO",active
polior-valvula-plana-de-silicone-com-expulsao-automatica-de-ar-para-encaixes-flexiveis,"VÁLVULA PLANA DE SILICONE COM EXPULSÃO AUTOMÁTICA DE AR, PARA ENCAIXES FLEXÍVEIS","<p>VÁLVULA PLANA DE SILICONE COM EXPULSÃO AUTOMÁTICA DE AR, PARA ENCAIXES FLEXÍVEIS — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>",Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,VAC-10,shopify,0,deny,manual,3.00,TRUE,TRUE,,"VÁLVULA PLANA DE SILICONE COM EXPULSÃO AUTOMÁTICA DE AR, PARA ENCAIXES FLEXÍVEIS",active
polior-capsula-de-uniao-para-pe-sach-e-anatomico-dinamico,CÁPSULA DE UNIÃO PARA PÉ SACH E ANATÔMICO/DINÂMICO,<p>CÁPSULA DE UNIÃO PARA PÉ SACH E ANATÔMICO/DINÂMICO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,ACI-01,shopify,0,deny,manual,6.05,TRUE,TRUE,,CÁPSULA DE UNIÃO PARA PÉ SACH E ANATÔMICO/DINÂMICO,active
polior-revestimento-cosmetico-de-espuma-de-poliuretano-curto,REVESTIMENTO COSMÉTICO DE ESPUMA DE POLIURETANO - CURTO,<p>REVESTIMENTO COSMÉTICO DE ESPUMA DE POLIURETANO - CURTO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-16,shopify,0,deny,manual,390.00,TRUE,TRUE,,REVESTIMENTO COSMÉTICO DE ESPUMA DE POLIURETANO - CURTO,active
polior-meia-cosmetica-curta-cor-bege,MEIA COSMÉTICA - CURTA - COR: BEGE,<p>MEIA COSMÉTICA - CURTA - COR: BEGE — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-18X1,shopify,0,deny,manual,336.79,TRUE,TRUE,,MEIA COSMÉTICA - CURTA - COR: BEGE,active
polior-meia-cosmetica-curta-cor-marrom,MEIA COSMÉTICA - CURTA - COR: MARROM,<p>MEIA COSMÉTICA - CURTA - COR: MARROM — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-18X2,shopify,0,deny,manual,336.79,TRUE,TRUE,,MEIA COSMÉTICA - CURTA - COR: MARROM,active
polior-meia-cosmetica-curta-cor-cafe,MEIA COSMÉTICA - CURTA - COR: CAFÉ,<p>MEIA COSMÉTICA - CURTA - COR: CAFÉ — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-18X3,shopify,0,deny,manual,336.79,TRUE,TRUE,,MEIA COSMÉTICA - CURTA - COR: CAFÉ,active
polior-meia-cosmetica-longa-cor-bege,MEIA COSMÉTICA - LONGA - COR: BEGE,<p>MEIA COSMÉTICA - LONGA - COR: BEGE — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-19X1,shopify,0,deny,manual,336.79,TRUE,TRUE,,MEIA COSMÉTICA - LONGA - COR: BEGE,active
polior-meia-cosmetica-longa-cor-marrom,MEIA COSMÉTICA - LONGA - COR: MARROM,<p>MEIA COSMÉTICA - LONGA - COR: MARROM — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-19X2,shopify,0,deny,manual,336.79,TRUE,TRUE,,MEIA COSMÉTICA - LONGA - COR: MARROM,active
polior-meia-cosmetica-longa-cor-cafe,MEIA COSMÉTICA - LONGA - COR: CAFÉ,<p>MEIA COSMÉTICA - LONGA - COR: CAFÉ — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-19X3,shopify,0,deny,manual,336.79,TRUE,TRUE,,MEIA COSMÉTICA - LONGA - COR: CAFÉ,active
polior-meia-cosmetica-extra-longo-cor-bege,MEIA COSMÉTICA - EXTRA LONGO - COR: BEGE,<p>MEIA COSMÉTICA - EXTRA LONGO - COR: BEGE — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-19XLX1,shopify,0,deny,manual,336.79,TRUE,TRUE,,MEIA COSMÉTICA - EXTRA LONGO - COR: BEGE,active
polior-meia-cosmetica-extra-longo-cor-marrom,MEIA COSMÉTICA - EXTRA LONGO - COR: MARROM,<p>MEIA COSMÉTICA - EXTRA LONGO - COR: MARROM — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-19XLX2,shopify,0,deny,manual,629.81,TRUE,TRUE,,MEIA COSMÉTICA - EXTRA LONGO - COR: MARROM,active
polior-meia-cosmetica-extra-longo-cor-cafe,MEIA COSMÉTICA - EXTRA LONGO - COR: CAFÉ,<p>MEIA COSMÉTICA - EXTRA LONGO - COR: CAFÉ — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MO-19XLX3,shopify,0,deny,manual,336.79,TRUE,TRUE,,MEIA COSMÉTICA - EXTRA LONGO - COR: CAFÉ,active
polior-tornozelo-de-madeira-para-pe-sach-anatomico-dinamico-com-furacao-central,TORNOZELO DE MADEIRA PARA PÉ SACH/ANATÔMICO/DINÂMICO COM FURAÇÃO CENTRAL,<p>TORNOZELO DE MADEIRA PARA PÉ SACH/ANATÔMICO/DINÂMICO COM FURAÇÃO CENTRAL — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,FD-10,shopify,0,deny,manual,73.30,TRUE,TRUE,,TORNOZELO DE MADEIRA PARA PÉ SACH/ANATÔMICO/DINÂMICO COM FURAÇÃO CENTRAL,active
polior-acessorio-para-protese-de-quadril,ACESSÓRIO PARA PRÓTESE DE QUADRIL,<p>ACESSÓRIO PARA PRÓTESE DE QUADRIL — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,APQ-01,shopify,0,deny,manual,1.00,TRUE,TRUE,,ACESSÓRIO PARA PRÓTESE DE QUADRIL,active
polior-anel-de-conexao,ANEL DE CONEXÃO,<p>ANEL DE CONEXÃO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,AL-01,shopify,0,deny,manual,12.11,TRUE,TRUE,,ANEL DE CONEXÃO,active
polior-articulacao-modular-para-ombro-com-ajuste-de-friccao-independente-aluminio,ARTICULAÇÃO MODULAR PARA OMBRO COM AJUSTE DE FRICÇÃO INDEPENDENTE - ALUMÍNIO,<p>ARTICULAÇÃO MODULAR PARA OMBRO COM AJUSTE DE FRICÇÃO INDEPENDENTE - ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MOS-200,shopify,0,deny,manual,390.00,TRUE,TRUE,,ARTICULAÇÃO MODULAR PARA OMBRO COM AJUSTE DE FRICÇÃO INDEPENDENTE - ALUMÍNIO,active
polior-cotovelo-modular-com-trava-passiva-e-adaptador-para-desarticulacao-de-ombro,COTOVELO MODULAR COM TRAVA PASSIVA E ADAPTADOR PARA DESARTICULAÇÃO DE OMBRO,<p>COTOVELO MODULAR COM TRAVA PASSIVA E ADAPTADOR PARA DESARTICULAÇÃO DE OMBRO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MOS-201,shopify,0,deny,manual,2119.89,TRUE,TRUE,,COTOVELO MODULAR COM TRAVA PASSIVA E ADAPTADOR PARA DESARTICULAÇÃO DE OMBRO,active
polior-adaptador-modular-com-rosca-interna-para-conexao-de-gancho-ou-mao-modular,ADAPTADOR MODULAR COM ROSCA INTERNA PARA CONEXÃO DE GANCHO OU MÃO MODULAR,<p>ADAPTADOR MODULAR COM ROSCA INTERNA PARA CONEXÃO DE GANCHO OU MÃO MODULAR — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MOS-204,shopify,0,deny,manual,1.00,TRUE,TRUE,,ADAPTADOR MODULAR COM ROSCA INTERNA PARA CONEXÃO DE GANCHO OU MÃO MODULAR,active
polior-45mm-punho-modular-em-aluminio,45MM PUNHO MODULAR EM ALUMINIO,<p>45MM PUNHO MODULAR EM ALUMINIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MOS-206,shopify,0,deny,manual,2.00,TRUE,TRUE,,45MM PUNHO MODULAR EM ALUMINIO,active
polior-articulacao-modular-cotovelo-c-trava-passiva-e-rotacao-de-braco-p-coto-curto-alumin,ARTICULAÇÃO MODULAR COTOVELO C/TRAVA PASSIVA E ROTAÇÃO DE BRAÇO P/COTO CURTO-ALUMÍNIO,<p>ARTICULAÇÃO MODULAR COTOVELO C/TRAVA PASSIVA E ROTAÇÃO DE BRAÇO P/COTO CURTO-ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MOS-211,shopify,0,deny,manual,2308.73,TRUE,TRUE,,ARTICULAÇÃO MODULAR COTOVELO C/TRAVA PASSIVA E ROTAÇÃO DE BRAÇO P/COTO CURTO-ALUMÍNIO,active
polior-articulacao-modular-cotovelo-c-trava-passiva-e-rotacao-de-braco-p-coto-longo-alumin,ARTICULAÇÃO MODULAR COTOVELO C/TRAVA PASSIVA E ROTAÇÃO DE BRAÇO P/COTO LONGO-ALUMÍNIO,<p>ARTICULAÇÃO MODULAR COTOVELO C/TRAVA PASSIVA E ROTAÇÃO DE BRAÇO P/COTO LONGO-ALUMÍNIO — distribuído pela minha prótese com nota fiscal e garantia de origem da Polior.</p>,Polior,Health & Beauty > Health Care > Mobility & Accessibility,,Polior,TRUE,Título,Único,MOS-212,shopify,0,deny,manual,2324.00,TRUE,TRUE,,ARTICULAÇÃO MODULAR COTOVELO C/TRAVA PASSIVA E ROTAÇÃO DE BRAÇO P/COTO LONGO-ALUMÍNIO,active
